PROCESSDATA	RHT.7050-342_FIC10112 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-06-29 21:54:50	751
tagname	LYCDU.RHT.7050-342_FIC10112.MV	LYCDU.RHT.7050-342_FIC10112.PV	LYCDU.RHT.7050-342_FIC10112.SV	LYCDU.RHT.7050-342_FIC10112.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
desc	开工蜡油自工厂罐区来流量控制_OP	开工蜡油自工厂罐区来流量控制_PV	开工蜡油自工厂罐区来流量控制_SP	Aut	bOpOFL	bPvOFL	bSpOFL	bAutOFL
fsMax=4.3928235	fsMin=0	fsGridNum=10	fdMax=4.3928235tfdMin=0	fdGridNum=10	v0GridNum=10	L=24
2024-06-29 22:49:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:49:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:50:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:50:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:50:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:50:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:50:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:51:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:52:00	1.281506	3.503246E-44	0.001350828	1	0	0	0	0
2024-06-29 22:52:10	1.281506	3.503246E-44	0.004052485	1	0	0	0	0
2024-06-29 22:52:20	1.281506	3.503246E-44	0.001350828	1	0	0	0	0
2024-06-29 22:52:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:52:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:52:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:53:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:54:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:54:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:54:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:54:30	1.281506	3.503246E-44	0.001344247	1	0	0	0	0
2024-06-29 22:54:40	1.281506	3.503246E-44	0.00403274	1	0	0	0	0
2024-06-29 22:54:50	1.281506	3.503246E-44	0.001344247	1	0	0	0	0
2024-06-29 22:54:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:55:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:55:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:55:30	1.281506	3.503246E-44	0.00320986	1	0	0	0	0
2024-06-29 22:55:40	1.281506	3.503246E-44	0.00320986	1	0	0	0	0
2024-06-29 22:55:50	1.281506	3.503246E-44	0.00962958	1	0	0	0	0
2024-06-29 22:56:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:56:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:56:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:56:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:56:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:56:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:57:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:58:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:58:10	1.281506	3.503246E-44	0.001342117	1	0	0	0	0
2024-06-29 22:58:20	1.281506	3.503246E-44	0.001342117	1	0	0	0	0
2024-06-29 22:58:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:58:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:58:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 22:59:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:00:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:00:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:00:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:00:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:00:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:30	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:40	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:01:50	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:02:00	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:02:10	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:02:20	1.281506	3.503246E-44	0	1	0	0	0	0
2024-06-29 23:02:30	1.281506	3.503246E-44	0	1	0	0	0	0
